Identifiant PRM;Type de donnees;Date de debut;Date de fin;Grandeur physique;Grandeur metier;Etape metier;Unite;Pas en minutes
07586251793436;Courbe de charge;16/07/2017;16/07/2019;Energie active;Consommation;Comptage Brut;W;
Horodate;Valeur
2019-03-16T18:30:00+01:00;466
2019-03-16T19:00:00+01:00;94
2019-03-16T19:30:00+01:00;32
2019-03-16T20:00:00+01:00;62
2019-03-16T20:30:00+01:00;126
2019-03-16T21:00:00+01:00;126
2019-03-16T21:30:00+01:00;58
2019-03-16T22:00:00+01:00;34
2019-03-16T22:30:00+01:00;102
2019-03-16T23:00:00+01:00;496
2019-03-16T23:30:00+01:00;114
2019-03-17T00:00:00+01:00;34
2019-03-17T00:30:00+01:00;44
2019-03-17T01:00:00+01:00;128
2019-03-17T01:30:00+01:00;128
2019-03-17T02:00:00+01:00;78
2019-03-17T02:30:00+01:00;34
2019-03-17T03:00:00+01:00;80
2019-03-17T03:30:00+01:00;492
2019-03-17T04:00:00+01:00;124
2019-03-17T04:30:00+01:00;34
2019-03-17T05:00:00+01:00;34
2019-03-17T05:30:00+01:00;128
2019-03-17T06:00:00+01:00;128
2019-03-17T06:30:00+01:00;84
2019-03-17T07:00:00+01:00;34
2019-03-17T07:30:00+01:00;74
2019-03-17T08:00:00+01:00;564
2019-03-17T08:30:00+01:00;126
2019-03-17T09:00:00+01:00;42
2019-03-17T09:30:00+01:00;34
2019-03-17T10:00:00+01:00;114
2019-03-17T10:30:00+01:00;124
2019-03-17T11:00:00+01:00;90
2019-03-17T11:30:00+01:00;32
2019-03-17T12:00:00+01:00;64
2019-03-17T12:30:00+01:00;126
2019-03-17T13:00:00+01:00;468
2019-03-17T13:30:00+01:00;48
2019-03-17T14:00:00+01:00;34
2019-03-17T14:30:00+01:00;1574
2019-03-17T15:00:00+01:00;1906
2019-03-17T15:30:00+01:00;1852
2019-03-17T16:00:00+01:00;2512
2019-03-17T16:30:00+01:00;2186
2019-03-17T17:00:00+01:00;1416
2019-03-17T17:30:00+01:00;1800
2019-03-17T18:00:00+01:00;890
2019-03-17T18:30:00+01:00;1422
2019-03-17T19:00:00+01:00;1126
2019-03-17T19:30:00+01:00;1482
2019-03-17T20:00:00+01:00;1274
2019-03-17T20:30:00+01:00;1762
2019-03-17T21:00:00+01:00;1722
2019-03-17T21:30:00+01:00;1178
2019-03-17T22:00:00+01:00;1486
2019-03-17T22:30:00+01:00;1504
2019-03-17T23:00:00+01:00;1264
2019-03-17T23:30:00+01:00;1206
2019-03-18T00:00:00+01:00;1126
2019-03-18T00:30:00+01:00;530
2019-03-18T01:00:00+01:00;682
2019-03-18T01:30:00+01:00;2382
2019-03-18T02:00:00+01:00;1414
2019-03-18T02:30:00+01:00;1318
2019-03-18T03:00:00+01:00;1322
2019-03-18T03:30:00+01:00;1272
2019-03-18T04:00:00+01:00;134
2019-03-18T04:30:00+01:00;134
2019-03-18T05:00:00+01:00;38
2019-03-18T05:30:00+01:00;36
2019-03-18T06:00:00+01:00;120
2019-03-18T06:30:00+01:00;130
2019-03-18T07:00:00+01:00;118
2019-03-18T07:30:00+01:00;36
2019-03-18T08:00:00+01:00;34
2019-03-18T08:30:00+01:00;126
2019-03-18T09:00:00+01:00;246
2019-03-18T09:30:00+01:00;1388
2019-03-18T10:00:00+01:00;1198
2019-03-18T10:30:00+01:00;118
2019-03-18T11:00:00+01:00;148
2019-03-18T11:30:00+01:00;756
2019-03-18T12:00:00+01:00;668
2019-03-18T12:30:00+01:00;328
2019-03-18T13:00:00+01:00;604
2019-03-18T13:30:00+01:00;946
2019-03-18T14:00:00+01:00;882
2019-03-18T14:30:00+01:00;900
2019-03-18T15:00:00+01:00;782
2019-03-18T15:30:00+01:00;954
2019-03-18T16:00:00+01:00;1112
2019-03-18T16:30:00+01:00;1252
2019-03-18T17:00:00+01:00;672
2019-03-18T17:30:00+01:00;56
2019-03-18T18:00:00+01:00;32
2019-03-18T18:30:00+01:00;118
2019-03-18T19:00:00+01:00;128
2019-03-18T19:30:00+01:00;162
2019-03-18T20:00:00+01:00;408
2019-03-18T20:30:00+01:00;438
2019-03-18T21:00:00+01:00;508
2019-03-18T21:30:00+01:00;1282
2019-03-18T22:00:00+01:00;1494
2019-03-18T22:30:00+01:00;1274
2019-03-18T23:00:00+01:00;384
2019-03-18T23:30:00+01:00;526
2019-03-19T00:00:00+01:00;1210
2019-03-19T00:30:00+01:00;506
2019-03-19T01:00:00+01:00;512
2019-03-19T01:30:00+01:00;524
2019-03-19T02:00:00+01:00;286
2019-03-19T02:30:00+01:00;48
2019-03-19T03:00:00+01:00;94
2019-03-19T03:30:00+01:00;138
2019-03-19T04:00:00+01:00;136
2019-03-19T04:30:00+01:00;70
2019-03-19T05:00:00+01:00;42
2019-03-19T05:30:00+01:00;78
2019-03-19T06:00:00+01:00;134
2019-03-19T06:30:00+01:00;136
2019-03-19T07:00:00+01:00;86
2019-03-19T07:30:00+01:00;34
2019-03-19T08:00:00+01:00;46
2019-03-19T08:30:00+01:00;130
2019-03-19T09:00:00+01:00;1054
2019-03-19T09:30:00+01:00;1354
2019-03-19T10:00:00+01:00;1286
2019-03-19T10:30:00+01:00;1282
2019-03-19T11:00:00+01:00;1374
2019-03-19T11:30:00+01:00;1372
2019-03-19T12:00:00+01:00;310
2019-03-19T12:30:00+01:00;34
2019-03-19T13:00:00+01:00;32
2019-03-19T13:30:00+01:00;112
2019-03-19T14:00:00+01:00;126
2019-03-19T14:30:00+01:00;128
2019-03-19T15:00:00+01:00;36
2019-03-19T15:30:00+01:00;34
2019-03-19T16:00:00+01:00;94
2019-03-19T16:30:00+01:00;128
2019-03-19T17:00:00+01:00;128
2019-03-19T17:30:00+01:00;42
2019-03-19T18:00:00+01:00;34
2019-03-19T18:30:00+01:00;84
2019-03-19T19:00:00+01:00;128
2019-03-19T19:30:00+01:00;140
2019-03-19T20:00:00+01:00;1766
2019-03-19T20:30:00+01:00;1576
2019-03-19T21:00:00+01:00;466
2019-03-19T21:30:00+01:00;34
2019-03-19T22:00:00+01:00;122
2019-03-19T22:30:00+01:00;126
2019-03-19T23:00:00+01:00;402
2019-03-19T23:30:00+01:00;338
2019-03-20T00:00:00+01:00;322
2019-03-20T00:30:00+01:00;40
2019-03-20T01:00:00+01:00;348
2019-03-20T01:30:00+01:00;134
2019-03-20T02:00:00+01:00;360
2019-03-20T02:30:00+01:00;40
2019-03-20T03:00:00+01:00;284
2019-03-20T03:30:00+01:00;130
2019-03-20T04:00:00+01:00;130
2019-03-20T04:30:00+01:00;74
2019-03-20T05:00:00+01:00;258
2019-03-20T05:30:00+01:00;92
2019-03-20T06:00:00+01:00;126
2019-03-20T06:30:00+01:00;120
2019-03-20T07:00:00+01:00;256
2019-03-20T07:30:00+01:00;74
2019-03-20T08:00:00+01:00;1136
2019-03-20T08:30:00+01:00;1626
2019-03-20T09:00:00+01:00;856
2019-03-20T09:30:00+01:00;166
2019-03-20T10:00:00+01:00;166
2019-03-20T10:30:00+01:00;168
2019-03-20T11:00:00+01:00;316
2019-03-20T11:30:00+01:00;50
2019-03-20T12:00:00+01:00;264
2019-03-20T12:30:00+01:00;112
2019-03-20T13:00:00+01:00;356
2019-03-20T13:30:00+01:00;100
2019-03-20T14:00:00+01:00;266
2019-03-20T14:30:00+01:00;62
2019-03-20T15:00:00+01:00;358
2019-03-20T15:30:00+01:00;128
2019-03-20T16:00:00+01:00;56
2019-03-20T16:30:00+01:00;266
2019-03-20T17:00:00+01:00;106
2019-03-20T17:30:00+01:00;358
2019-03-20T18:00:00+01:00;100
2019-03-20T18:30:00+01:00;210
2019-03-20T19:00:00+01:00;114
2019-03-20T19:30:00+01:00;152
2019-03-20T20:00:00+01:00;490
2019-03-20T20:30:00+01:00;900
2019-03-20T21:00:00+01:00;324
2019-03-20T21:30:00+01:00;120
2019-03-20T22:00:00+01:00;126
2019-03-20T22:30:00+01:00;90
2019-03-20T23:00:00+01:00;34
2019-03-20T23:30:00+01:00;74
2019-03-21T00:00:00+01:00;198
2019-03-21T00:30:00+01:00;1080
2019-03-21T01:00:00+01:00;52
2019-03-21T01:30:00+01:00;42
2019-03-21T02:00:00+01:00;130
2019-03-21T02:30:00+01:00;134
2019-03-21T03:00:00+01:00;92
2019-03-21T03:30:00+01:00;40
2019-03-21T04:00:00+01:00;84
2019-03-21T04:30:00+01:00;130
2019-03-21T05:00:00+01:00;128
2019-03-21T05:30:00+01:00;40
2019-03-21T06:00:00+01:00;34
2019-03-21T06:30:00+01:00;122
2019-03-21T07:00:00+01:00;128
2019-03-21T07:30:00+01:00;224
2019-03-21T08:00:00+01:00;512
2019-03-21T08:30:00+01:00;582
2019-03-21T09:00:00+01:00;1368
2019-03-21T09:30:00+01:00;1382
2019-03-21T10:00:00+01:00;1300
2019-03-21T10:30:00+01:00;1302
2019-03-21T11:00:00+01:00;506
2019-03-21T11:30:00+01:00;126
2019-03-21T12:00:00+01:00;90
2019-03-21T12:30:00+01:00;34
2019-03-21T13:00:00+01:00;76
2019-03-21T13:30:00+01:00;128
2019-03-21T14:00:00+01:00;126
2019-03-21T14:30:00+01:00;44
2019-03-21T15:00:00+01:00;34
2019-03-21T15:30:00+01:00;122
2019-03-21T16:00:00+01:00;128
2019-03-21T16:30:00+01:00;90
2019-03-21T17:00:00+01:00;34
2019-03-21T17:30:00+01:00;74
2019-03-21T18:00:00+01:00;128
2019-03-21T18:30:00+01:00;128
2019-03-21T19:00:00+01:00;44
2019-03-21T19:30:00+01:00;964
2019-03-21T20:00:00+01:00;1818
2019-03-21T20:30:00+01:00;2090
2019-03-21T21:00:00+01:00;884
2019-03-21T21:30:00+01:00;484
2019-03-21T22:00:00+01:00;42
2019-03-21T22:30:00+01:00;56
2019-03-21T23:00:00+01:00;132
2019-03-21T23:30:00+01:00;282
2019-03-22T00:00:00+01:00;658
2019-03-22T00:30:00+01:00;114
2019-03-22T01:00:00+01:00;44
2019-03-22T01:30:00+01:00;86
2019-03-22T02:00:00+01:00;138
2019-03-22T02:30:00+01:00;134
2019-03-22T03:00:00+01:00;92
2019-03-22T03:30:00+01:00;38
2019-03-22T04:00:00+01:00;80
2019-03-22T04:30:00+01:00;130
2019-03-22T05:00:00+01:00;130
2019-03-22T05:30:00+01:00;66
2019-03-22T06:00:00+01:00;36
2019-03-22T06:30:00+01:00;98
2019-03-22T07:00:00+01:00;128
2019-03-22T07:30:00+01:00;240
2019-03-22T08:00:00+01:00;438
2019-03-22T08:30:00+01:00;618
2019-03-22T09:00:00+01:00;394
2019-03-22T09:30:00+01:00;1390
2019-03-22T10:00:00+01:00;1380
2019-03-22T10:30:00+01:00;1334
2019-03-22T11:00:00+01:00;1302
2019-03-22T11:30:00+01:00;1090
2019-03-22T12:00:00+01:00;134
2019-03-22T12:30:00+01:00;136
2019-03-22T13:00:00+01:00;72
2019-03-22T13:30:00+01:00;42
2019-03-22T14:00:00+01:00;100
2019-03-22T14:30:00+01:00;156
2019-03-22T15:00:00+01:00;654
2019-03-22T15:30:00+01:00;1456
2019-03-22T16:00:00+01:00;1422
2019-03-22T16:30:00+01:00;1404
2019-03-22T17:00:00+01:00;598
2019-03-22T17:30:00+01:00;130
2019-03-22T18:00:00+01:00;80
2019-03-22T18:30:00+01:00;42
2019-03-22T19:00:00+01:00;92
2019-03-22T19:30:00+01:00;144
2019-03-22T20:00:00+01:00;176
2019-03-22T20:30:00+01:00;126
2019-03-22T21:00:00+01:00;394
2019-03-22T21:30:00+01:00;390
2019-03-22T22:00:00+01:00;384
2019-03-22T22:30:00+01:00;640
2019-03-22T23:00:00+01:00;304
2019-03-22T23:30:00+01:00;516
2019-03-23T00:00:00+01:00;792
2019-03-23T00:30:00+01:00;374
2019-03-23T01:00:00+01:00;140
2019-03-23T01:30:00+01:00;284
2019-03-23T02:00:00+01:00;44
2019-03-23T02:30:00+01:00;130
2019-03-23T03:00:00+01:00;132
2019-03-23T03:30:00+01:00;322
2019-03-23T04:00:00+01:00;36
2019-03-23T04:30:00+01:00;68
2019-03-23T05:00:00+01:00;130
2019-03-23T05:30:00+01:00;130
2019-03-23T06:00:00+01:00;298
2019-03-23T06:30:00+01:00;36
2019-03-23T07:00:00+01:00;84
2019-03-23T07:30:00+01:00;130
2019-03-23T08:00:00+01:00;186
2019-03-23T08:30:00+01:00;208
2019-03-23T09:00:00+01:00;34
2019-03-23T09:30:00+01:00;110
2019-03-23T10:00:00+01:00;346
2019-03-23T10:30:00+01:00;586
2019-03-23T11:00:00+01:00;1482
2019-03-23T11:30:00+01:00;1664
2019-03-23T12:00:00+01:00;1454
2019-03-23T12:30:00+01:00;1500
2019-03-23T13:00:00+01:00;2174
2019-03-23T13:30:00+01:00;1396
2019-03-23T14:00:00+01:00;2052
2019-03-23T14:30:00+01:00;1802
2019-03-23T15:00:00+01:00;648
2019-03-23T15:30:00+01:00;330
2019-03-23T16:00:00+01:00;172
2019-03-23T16:30:00+01:00;94
2019-03-23T17:00:00+01:00;132
2019-03-23T17:30:00+01:00;126
2019-03-23T18:00:00+01:00;34
2019-03-23T18:30:00+01:00;52
2019-03-23T19:00:00+01:00;216
2019-03-23T19:30:00+01:00;1768
2019-03-23T20:00:00+01:00;548
2019-03-23T20:30:00+01:00;2264
2019-03-23T21:00:00+01:00;3204
2019-03-23T21:30:00+01:00;706
2019-03-23T22:00:00+01:00;422
2019-03-23T22:30:00+01:00;300
2019-03-23T23:00:00+01:00;698
2019-03-23T23:30:00+01:00;444
2019-03-24T00:00:00+01:00;128
2019-03-24T00:30:00+01:00;80
2019-03-24T01:00:00+01:00;118
2019-03-24T01:30:00+01:00;108
2019-03-24T02:00:00+01:00;140
2019-03-24T02:30:00+01:00;140
2019-03-24T03:00:00+01:00;44
2019-03-24T03:30:00+01:00;46
2019-03-24T04:00:00+01:00;136
2019-03-24T04:30:00+01:00;130
2019-03-24T05:00:00+01:00;90
2019-03-24T05:30:00+01:00;36
2019-03-24T06:00:00+01:00;86
2019-03-24T06:30:00+01:00;130
2019-03-24T07:00:00+01:00;128
2019-03-24T07:30:00+01:00;38
2019-03-24T08:00:00+01:00;38
2019-03-24T08:30:00+01:00;132
2019-03-24T09:00:00+01:00;130
2019-03-24T09:30:00+01:00;118
2019-03-24T10:00:00+01:00;598
2019-03-24T10:30:00+01:00;394
2019-03-24T11:00:00+01:00;514
2019-03-24T11:30:00+01:00;1340
2019-03-24T12:00:00+01:00;96
2019-03-24T12:30:00+01:00;34
2019-03-24T13:00:00+01:00;82
2019-03-24T13:30:00+01:00;128
2019-03-24T14:00:00+01:00;128
2019-03-24T14:30:00+01:00;52
2019-03-24T15:00:00+01:00;34
2019-03-24T15:30:00+01:00;122
2019-03-24T16:00:00+01:00;130
2019-03-24T16:30:00+01:00;100
2019-03-24T17:00:00+01:00;34
2019-03-24T17:30:00+01:00;72
2019-03-24T18:00:00+01:00;128
2019-03-24T18:30:00+01:00;128
2019-03-24T19:00:00+01:00;54
2019-03-24T19:30:00+01:00;42
2019-03-24T20:00:00+01:00;2014
2019-03-24T20:30:00+01:00;824
2019-03-24T21:00:00+01:00;1226
2019-03-24T21:30:00+01:00;2632
2019-03-24T22:00:00+01:00;1536
2019-03-24T22:30:00+01:00;796
2019-03-24T23:00:00+01:00;606
2019-03-24T23:30:00+01:00;1560
2019-03-25T00:00:00+01:00;1430
2019-03-25T00:30:00+01:00;1332
2019-03-25T01:00:00+01:00;1394
2019-03-25T01:30:00+01:00;1414
2019-03-25T02:00:00+01:00;1422
2019-03-25T02:30:00+01:00;418
2019-03-25T03:00:00+01:00;36
2019-03-25T03:30:00+01:00;122
2019-03-25T04:00:00+01:00;130
2019-03-25T04:30:00+01:00;112
2019-03-25T05:00:00+01:00;36
2019-03-25T05:30:00+01:00;58
2019-03-25T06:00:00+01:00;130
2019-03-25T06:30:00+01:00;130
2019-03-25T07:00:00+01:00;54
2019-03-25T07:30:00+01:00;36
2019-03-25T08:00:00+01:00;112
2019-03-25T08:30:00+01:00;734
2019-03-25T09:00:00+01:00;1400
2019-03-25T09:30:00+01:00;1304
2019-03-25T10:00:00+01:00;1486
2019-03-25T10:30:00+01:00;1498
2019-03-25T11:00:00+01:00;1392
2019-03-25T11:30:00+01:00;1076
2019-03-25T12:00:00+01:00;550
2019-03-25T12:30:00+01:00;334
2019-03-25T13:00:00+01:00;200
2019-03-25T13:30:00+01:00;154
2019-03-25T14:00:00+01:00;150
2019-03-25T14:30:00+01:00;54
2019-03-25T15:00:00+01:00;150
2019-03-25T15:30:00+01:00;610
2019-03-25T16:00:00+01:00;496
2019-03-25T16:30:00+01:00;436
2019-03-25T17:00:00+01:00;474
2019-03-25T17:30:00+01:00;670
2019-03-25T18:00:00+01:00;668
2019-03-25T18:30:00+01:00;472
2019-03-25T19:00:00+01:00;408
2019-03-25T19:30:00+01:00;570
2019-03-25T20:00:00+01:00;622
2019-03-25T20:30:00+01:00;1606
2019-03-25T21:00:00+01:00;542
2019-03-25T21:30:00+01:00;530
2019-03-25T22:00:00+01:00;272
2019-03-25T22:30:00+01:00;1292
2019-03-25T23:00:00+01:00;2540
2019-03-25T23:30:00+01:00;1124
2019-03-26T00:00:00+01:00;744
2019-03-26T00:30:00+01:00;1422
2019-03-26T01:00:00+01:00;418
2019-03-26T01:30:00+01:00;192
2019-03-26T02:00:00+01:00;50
2019-03-26T02:30:00+01:00;290
2019-03-26T03:00:00+01:00;138
2019-03-26T03:30:00+01:00;136
2019-03-26T04:00:00+01:00;326
2019-03-26T04:30:00+01:00;42
2019-03-26T05:00:00+01:00;70
2019-03-26T05:30:00+01:00;136
2019-03-26T06:00:00+01:00;356
2019-03-26T06:30:00+01:00;70
2019-03-26T07:00:00+01:00;40
2019-03-26T07:30:00+01:00;102
2019-03-26T08:00:00+01:00;354
2019-03-26T08:30:00+01:00;796
2019-03-26T09:00:00+01:00;1294
2019-03-26T09:30:00+01:00;1308
2019-03-26T10:00:00+01:00;1380
2019-03-26T10:30:00+01:00;1384
2019-03-26T11:00:00+01:00;890
2019-03-26T11:30:00+01:00;34
2019-03-26T12:00:00+01:00;98
2019-03-26T12:30:00+01:00;128
2019-03-26T13:00:00+01:00;124
2019-03-26T13:30:00+01:00;34
2019-03-26T14:00:00+01:00;38
2019-03-26T14:30:00+01:00;130
2019-03-26T15:00:00+01:00;130
2019-03-26T15:30:00+01:00;82
2019-03-26T16:00:00+01:00;34
2019-03-26T16:30:00+01:00;86
2019-03-26T17:00:00+01:00;128
2019-03-26T17:30:00+01:00;128
2019-03-26T18:00:00+01:00;38
2019-03-26T18:30:00+01:00;36
2019-03-26T19:00:00+01:00;132
2019-03-26T19:30:00+01:00;1040
2019-03-26T20:00:00+01:00;244
2019-03-26T20:30:00+01:00;70
2019-03-26T21:00:00+01:00;36
2019-03-26T21:30:00+01:00;100
2019-03-26T22:00:00+01:00;128
2019-03-26T22:30:00+01:00;108
2019-03-26T23:00:00+01:00;36
2019-03-26T23:30:00+01:00;50
2019-03-27T00:00:00+01:00;662
2019-03-27T00:30:00+01:00;1542
2019-03-27T01:00:00+01:00;388
2019-03-27T01:30:00+01:00;282
2019-03-27T02:00:00+01:00;132
2019-03-27T02:30:00+01:00;372
2019-03-27T03:00:00+01:00;96
2019-03-27T03:30:00+01:00;184
2019-03-27T04:00:00+01:00;164
2019-03-27T04:30:00+01:00;130
2019-03-27T05:00:00+01:00;130
2019-03-27T05:30:00+01:00;268
2019-03-27T06:00:00+01:00;34
2019-03-27T06:30:00+01:00;130
2019-03-27T07:00:00+01:00;356
2019-03-27T07:30:00+01:00;88
2019-03-27T08:00:00+01:00;34
2019-03-27T08:30:00+01:00;876
2019-03-27T09:00:00+01:00;128
2019-03-27T09:30:00+01:00;120
2019-03-27T10:00:00+01:00;34
2019-03-27T10:30:00+01:00;40
2019-03-27T11:00:00+01:00;130
2019-03-27T11:30:00+01:00;126
2019-03-27T12:00:00+01:00;76
2019-03-27T12:30:00+01:00;36
2019-03-27T13:00:00+01:00;86
2019-03-27T13:30:00+01:00;126
2019-03-27T14:00:00+01:00;128
2019-03-27T14:30:00+01:00;34
2019-03-27T15:00:00+01:00;36
2019-03-27T15:30:00+01:00;132
2019-03-27T16:00:00+01:00;128
2019-03-27T16:30:00+01:00;82
2019-03-27T17:00:00+01:00;36
2019-03-27T17:30:00+01:00;82
2019-03-27T18:00:00+01:00;128
2019-03-27T18:30:00+01:00;124
2019-03-27T19:00:00+01:00;34
2019-03-27T19:30:00+01:00;38
2019-03-27T20:00:00+01:00;128
2019-03-27T20:30:00+01:00;128
2019-03-27T21:00:00+01:00;86
2019-03-27T21:30:00+01:00;34
2019-03-27T22:00:00+01:00;98
2019-03-27T22:30:00+01:00;434
2019-03-27T23:00:00+01:00;104
2019-03-27T23:30:00+01:00;288
2019-03-28T00:00:00+01:00;828
2019-03-28T00:30:00+01:00;140
2019-03-28T01:00:00+01:00;208
2019-03-28T01:30:00+01:00;236
2019-03-28T02:00:00+01:00;38
2019-03-28T02:30:00+01:00;368
2019-03-28T03:00:00+01:00;132
2019-03-28T03:30:00+01:00;80
2019-03-28T04:00:00+01:00;36
2019-03-28T04:30:00+01:00;88
2019-03-28T05:00:00+01:00;284
2019-03-28T05:30:00+01:00;194
2019-03-28T06:00:00+01:00;36
2019-03-28T06:30:00+01:00;50
2019-03-28T07:00:00+01:00;130
2019-03-28T07:30:00+01:00;128
2019-03-28T08:00:00+01:00;1274
2019-03-28T08:30:00+01:00;1392
2019-03-28T09:00:00+01:00;1406
2019-03-28T09:30:00+01:00;1382
2019-03-28T10:00:00+01:00;1210
2019-03-28T10:30:00+01:00;36
2019-03-28T11:00:00+01:00;58
2019-03-28T11:30:00+01:00;128
2019-03-28T12:00:00+01:00;128
2019-03-28T12:30:00+01:00;64
2019-03-28T13:00:00+01:00;34
2019-03-28T13:30:00+01:00;100
2019-03-28T14:00:00+01:00;128
2019-03-28T14:30:00+01:00;112
2019-03-28T15:00:00+01:00;34
2019-03-28T15:30:00+01:00;54
2019-03-28T16:00:00+01:00;128
2019-03-28T16:30:00+01:00;130
2019-03-28T17:00:00+01:00;60
2019-03-28T17:30:00+01:00;34
2019-03-28T18:00:00+01:00;106
2019-03-28T18:30:00+01:00;128
2019-03-28T19:00:00+01:00;108
2019-03-28T19:30:00+01:00;834
2019-03-28T20:00:00+01:00;1138
2019-03-28T20:30:00+01:00;1280
2019-03-28T21:00:00+01:00;1238
2019-03-28T21:30:00+01:00;728
2019-03-28T22:00:00+01:00;1346
2019-03-28T22:30:00+01:00;1774
2019-03-28T23:00:00+01:00;818
2019-03-28T23:30:00+01:00;1128
2019-03-29T00:00:00+01:00;1452
2019-03-29T00:30:00+01:00;1576
2019-03-29T01:00:00+01:00;1626
2019-03-29T01:30:00+01:00;1416
2019-03-29T02:00:00+01:00;1664
2019-03-29T02:30:00+01:00;1558
2019-03-29T03:00:00+01:00;1336
2019-03-29T03:30:00+01:00;1418
2019-03-29T04:00:00+01:00;168
2019-03-29T04:30:00+01:00;96
2019-03-29T05:00:00+01:00;270
2019-03-29T05:30:00+01:00;72
2019-03-29T06:00:00+01:00;358
2019-03-29T06:30:00+01:00;130
2019-03-29T07:00:00+01:00;60
2019-03-29T07:30:00+01:00;264
2019-03-29T08:00:00+01:00;350
2019-03-29T08:30:00+01:00;724
2019-03-29T09:00:00+01:00;1658
2019-03-29T09:30:00+01:00;2496
2019-03-29T10:00:00+01:00;1398
2019-03-29T10:30:00+01:00;1428
2019-03-29T11:00:00+01:00;790
2019-03-29T11:30:00+01:00;92
2019-03-29T12:00:00+01:00;48
2019-03-29T12:30:00+01:00;1036
2019-03-29T13:00:00+01:00;586
2019-03-29T13:30:00+01:00;1248
2019-03-29T14:00:00+01:00;1360
2019-03-29T14:30:00+01:00;52
2019-03-29T15:00:00+01:00;110
2019-03-29T15:30:00+01:00;130
2019-03-29T16:00:00+01:00;114
2019-03-29T16:30:00+01:00;34
2019-03-29T17:00:00+01:00;50
2019-03-29T17:30:00+01:00;132
2019-03-29T18:00:00+01:00;140
2019-03-29T18:30:00+01:00;136
2019-03-29T19:00:00+01:00;46
2019-03-29T19:30:00+01:00;32
2019-03-29T20:00:00+01:00;98
2019-03-29T20:30:00+01:00;126
2019-03-29T21:00:00+01:00;128
2019-03-29T21:30:00+01:00;36
2019-03-29T22:00:00+01:00;34
2019-03-29T22:30:00+01:00;118
2019-03-29T23:00:00+01:00;126
2019-03-29T23:30:00+01:00;122
2019-03-30T00:00:00+01:00;90
2019-03-30T00:30:00+01:00;108
2019-03-30T01:00:00+01:00;188
2019-03-30T01:30:00+01:00;138
2019-03-30T02:00:00+01:00;88
2019-03-30T02:30:00+01:00;38
2019-03-30T03:00:00+01:00;84
2019-03-30T03:30:00+01:00;130
2019-03-30T04:00:00+01:00;130
2019-03-30T04:30:00+01:00;56
2019-03-30T05:00:00+01:00;34
2019-03-30T05:30:00+01:00;106
2019-03-30T06:00:00+01:00;128
2019-03-30T06:30:00+01:00;112
2019-03-30T07:00:00+01:00;34
2019-03-30T07:30:00+01:00;46
2019-03-30T08:00:00+01:00;128
2019-03-30T08:30:00+01:00;128
2019-03-30T09:00:00+01:00;198
2019-03-30T09:30:00+01:00;528
2019-03-30T10:00:00+01:00;62
2019-03-30T10:30:00+01:00;128
2019-03-30T11:00:00+01:00;878
2019-03-30T11:30:00+01:00;1600
2019-03-30T12:00:00+01:00;1316
2019-03-30T12:30:00+01:00;1322
2019-03-30T13:00:00+01:00;1390
2019-03-30T13:30:00+01:00;1198
2019-03-30T14:00:00+01:00;84
2019-03-30T14:30:00+01:00;32
2019-03-30T15:00:00+01:00;72
2019-03-30T15:30:00+01:00;126
2019-03-30T16:00:00+01:00;128
2019-03-30T16:30:00+01:00;92
2019-03-30T17:00:00+01:00;32
2019-03-30T17:30:00+01:00;58
2019-03-30T18:00:00+01:00;128
2019-03-30T18:30:00+01:00;128
2019-03-30T19:00:00+01:00;92
2019-03-30T19:30:00+01:00;34
2019-03-30T20:00:00+01:00;54
2019-03-30T20:30:00+01:00;128
2019-03-30T21:00:00+01:00;128
2019-03-30T21:30:00+01:00;78
2019-03-30T22:00:00+01:00;34
2019-03-30T22:30:00+01:00;76
2019-03-30T23:00:00+01:00;128
2019-03-30T23:30:00+01:00;128
2019-03-31T00:00:00+01:00;52
2019-03-31T00:30:00+01:00;34
2019-03-31T01:00:00+01:00;106
2019-03-31T01:30:00+01:00;128
2019-03-31T03:00:00+02:00;414
2019-03-31T03:30:00+02:00;34
2019-03-31T04:00:00+02:00;210
2019-03-31T04:30:00+02:00;1778
2019-03-31T05:00:00+02:00;590
2019-03-31T05:30:00+02:00;692
2019-03-31T06:00:00+02:00;430
2019-03-31T06:30:00+02:00;446
2019-03-31T07:00:00+02:00;138
2019-03-31T07:30:00+02:00;138
2019-03-31T08:00:00+02:00;82
2019-03-31T08:30:00+02:00;42
2019-03-31T09:00:00+02:00;90
2019-03-31T09:30:00+02:00;354
2019-03-31T10:00:00+02:00;632
2019-03-31T10:30:00+02:00;404
2019-03-31T11:00:00+02:00;396
2019-03-31T11:30:00+02:00;480
2019-03-31T12:00:00+02:00;512
2019-03-31T12:30:00+02:00;340
2019-03-31T13:00:00+02:00;106
2019-03-31T13:30:00+02:00;1024
2019-03-31T14:00:00+02:00;128
2019-03-31T14:30:00+02:00;126
2019-03-31T15:00:00+02:00;322
2019-03-31T15:30:00+02:00;34
2019-03-31T16:00:00+02:00;288
2019-03-31T16:30:00+02:00;126
2019-03-31T17:00:00+02:00;128
2019-03-31T17:30:00+02:00;314
2019-03-31T18:00:00+02:00;34
2019-03-31T18:30:00+02:00;178
2019-03-31T19:00:00+02:00;242
2019-03-31T19:30:00+02:00;128
2019-03-31T20:00:00+02:00;304
2019-03-31T20:30:00+02:00;34
